ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point
1934,Mishana,13/1/2016,130°,220°,MVF,4,Euphorbiaceae,Maprounea,guianensis,Maprounea guianensis, Aubl.,13.7,9,,,916,NA,1069,NA,,,P,W,MVF_4
1935,Mishana,13/1/2016,100°,150°,MVF,3,Salicaceae,Casearia,decandra,Casearia decandra,Jacq.,4.2,6,,,918,NA,919,NA,,,P,W,MVF_3
1936,Mishana,13/1/2016,100°,150°,MVF,3,Sapindaceae,Matayba,macrocarpa,Matayba macrocarpa,Gereau,6.8,7,,,918,NA,919,NA,,,P,W,MVF_3
1937,Mishana,13/1/2016,100°,150°,MVF,3,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,4.2,7,,,918,NA,919,NA,,,P,W,MVF_3
1938,Mishana,13/1/2016,100°,150°,MVF,3,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,4.6,6,,,918,NA,919,NA,,,P,W,MVF_3
1939,Mishana,13/1/2016,100°,150°,MVF,3,Anacardiaceae,Tapirira,retusa,Tapirira retusa,Ducke,7,8,,,918,NA,919,NA,,,P,W,MVF_3
1940,Mishana,13/1/2016,100°,150°,MVF,3,Euphorbiaceae,Pera,nitida,Pera nitida,(Benth.) Jabl.,6.8,7,,,918,NA,919,NA,,,P,W,MVF_3
1941,Mishana,13/1/2016,100°,150°,MVF,3,Euphorbiaceae,Pera,nitida,Pera nitida,(Benth.) Jabl.,3.9,4,,,918,NA,919,NA,,,P,W,MVF_3
1942,Mishana,13/1/2016,100°,150°,MVF,3,Euphorbiaceae,Pera,nitida,Pera nitida,(Benth.) Jabl.,9.3,4,,,918,NA,919,NA,,,P,W,MVF_3
1950,Mishana,13/1/2016,100°,150°,MVF,3,Melastomataceae,Miconia,dolichorrhyncha,Miconia dolichorrhyncha,Naudin,10.9,13,,,918,NA,919,NA,,,P,W,MVF_3
1951,Mishana,13/1/2016,100°,150°,MVF,3,Sapindaceae,Matayba,macrocarpa,Matayba macrocarpa,Gereau,19.6,15,,,918,NA,919,NA,,,P,W,MVF_3
1952,Mishana,13/1/2016,100°,150°,MVF,3,Burseraceae,Dacryodes,nitens,Dacryodes nitens,Cuatrec.,3.3,6,,,918,NA,919,NA,,,P,W,MVF_3
1953,Mishana,13/1/2016,140°,180°,MVF,2,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,4.2,5,,,920,NA,921,NA,,,P,W,MVF_2
1954,Mishana,13/1/2016,140°,180°,MVF,2,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,9.8,7,,,920,NA,921,NA,,,P,W,MVF_2
1955,Mishana,13/1/2016,140°,180°,MVF,2,Vochysiaceae,Qualea,paraensis,Qualea paraensis,Ducke,3.2,2,,,920,NA,921,NA,,,P,W,MVF_2
1956,Mishana,13/1/2016,140°,180°,MVF,2,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,4,3,,,920,NA,921,NA,,,P,W,MVF_2
1957,Mishana,13/1/2016,140°,180°,MVF,2,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,7.5,5,,,920,NA,921,NA,,,P,W,MVF_2
1958,Mishana,13/1/2016,140°,180°,MVF,2,Fabaceae,Inga,alba,Inga alba, DC.,4.6,4,,,920,NA,921,NA,,,P,W,MVF_2
1959,Mishana,13/1/2016,140°,180°,MVF,2,Chrysobalanaceae,Hirtella,sp. 3,Hirtella sp. 3,,4,5,,,920,NA,921,NA,,,P,W,MVF_2
1960,Mishana,13/1/2016,140°,180°,MVF,2,Lauraceae,Aiouea,grandifolia,Aiouea grandifolia,van der Werff,6.3,8,,,920,NA,921,NA,,,P,W,MVF_2
1961,Mishana,13/1/2016,140°,180°,MVF,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,18.1,10,,,920,NA,921,NA,,,P,W,MVF_2
1962,Mishana,13/1/2016,140°,180°,MVF,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,22,13,,,920,NA,921,NA,,,P,W,MVF_2
1963,Mishana,13/1/2016,140°,180°,MVF,2,Connaraceae,Rourea,cuspidata,Rourea cuspidata, Benth. ex Baker,9.4,12,,,920,NA,921,NA,,,P,W,MVF_2
1964,Mishana,13/1/2016,140°,180°,MVF,2,Melastomataceae,Miconia,dolichorrhyncha,Miconia dolichorrhyncha,Naudin,4,4,,,920,NA,921,NA,,,P,W,MVF_2
1965,Mishana,13/1/2016,140°,180°,MVF,2,Burseraceae,Protium,decandrum,Protium decandrum,(Aubl.) Marchand,5.9,5,,,920,NA,921,NA,,,P,W,MVF_2
1966,Mishana,13/1/2016,140°,180°,MVF,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,10.9,7,,,920,NA,921,NA,,,P,W,MVF_2
1967,Mishana,13/1/2016,140°,180°,MVF,2,Burseraceae,Dacryodes,nitens,Dacryodes nitens,Cuatrec.,2.7,5,,,920,NA,921,NA,,,P,W,MVF_2
1968,Mishana,13/1/2016,140°,180°,MVF,2,Violaceae,Rinorea,lindeniana,Rinorea lindeniana, (Tul.) Kuntze,4.5,7,,,920,NA,921,NA,,,P,W,MVF_2
1969,Mishana,13/1/2016,140°,180°,MVF,2,Sapindaceae,Matayba,macrocarpa,Matayba macrocarpa,Gereau,6.8,8,,,920,NA,921,NA,,,P,W,MVF_2
1970,Mishana,13/1/2016,140°,180°,MVF,2,Violaceae,Rinorea,lindeniana,Rinorea lindeniana, (Tul.) Kuntze,3.2,3,,,920,NA,921,NA,,,P,W,MVF_2
1971,Mishana,13/1/2016,140°,180°,MVF,2,Melastomataceae,Miconia,dolichorrhyncha,Miconia dolichorrhyncha,Naudin,12.2,7,,,920,NA,921,NA,,,P,W,MVF_2
1972,Mishana,13/1/2016,140°,180°,MVF,2,Melastomataceae,Miconia,myriantha,Miconia myriantha,Benth.,10.8,4,,,920,NA,921,NA,,,P,W,MVF_2
1973,Mishana,13/1/2016,140°,180°,MVF,2,Melastomataceae,Miconia,myriantha,Miconia myriantha,Benth.,7.8,7,,,920,NA,921,NA,,,P,W,MVF_2
1974,Mishana,13/1/2016,140°,180°,MVF,2,Melastomataceae,Miconia,myriantha,Miconia myriantha,Benth.,7.8,6,,,920,NA,921,NA,,,P,W,MVF_2
1975,Mishana,13/1/2016,130°,350°,MVF,1,Moraceae,Ficus,citrifolia,Ficus citrifolia, Willd,4.5,3,,,922,NA,923,NA,,,P,W,MVF_1
1976,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,8.8,5,,,922,NA,923,NA,,,P,W,MVF_1
1977,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,4.8,2,,,922,NA,923,NA,,,P,W,MVF_1
1978,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,5,2,,,922,NA,923,NA,,,P,W,MVF_1
1979,Mishana,13/1/2016,130°,350°,MVF,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,3.8,4,,,922,NA,923,NA,,,P,W,MVF_1
1980,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Oenocarpus,bataua,Oenocarpus bataua, Mart.,22.8,10,,,922,NA,923,NA,,,P,W,MVF_1
1981,Mishana,13/1/2016,130°,350°,MVF,1,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,4.8,6,,,922,NA,923,NA,,,P,W,MVF_1
1982,Mishana,13/1/2016,130°,350°,MVF,1,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,6.4,7,,,922,NA,923,NA,,,P,W,MVF_1
1983,Mishana,13/1/2016,130°,350°,MVF,1,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,3.3,5,,,922,NA,923,NA,,,P,W,MVF_1
1984,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Mauritia,flexuosa,Mauritia flexuosa, L. f.,45,12,,,922,NA,923,NA,,,P,W,MVF_1
1985,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Mauritia,flexuosa,Mauritia flexuosa, L. f.,30,3,,,922,NA,923,NA,,,P,W,MVF_1
1986,Mishana,13/1/2016,130°,350°,MVF,1,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,10.5,7,,,922,NA,923,NA,,,P,W,MVF_1
1987,Mishana,13/1/2016,130°,350°,MVF,1,Melastomataceae,Miconia,dolichorrhyncha,Miconia dolichorrhyncha,Naudin,42.4,14,,,922,NA,923,NA,,,P,W,MVF_1
1988,Mishana,13/1/2016,130°,350°,MVF,1,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,7.6,4,,,922,NA,923,NA,,,P,W,MVF_1
1989,Mishana,13/1/2016,130°,350°,MVF,1,Salicaceae,Casearia,javitensis,Casearia javitensis,Kunth,3.4,3,,,922,NA,923,NA,,,P,W,MVF_1
1990,Mishana,13/1/2016,130°,350°,MVF,1,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,3.5,3,,,922,NA,923,NA,,,P,W,MVF_1
1991,Mishana,13/1/2016,130°,350°,MVF,1,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,13.7,10,,,922,NA,923,NA,,,P,W,MVF_1
1992,Mishana,13/1/2016,130°,350°,MVF,1,Urticaceae,Pourouma,guianensis,Pourouma guianensis,Aubl.,7,9,,,922,NA,923,NA,,,P,W,MVF_1
1993,Mishana,13/1/2016,130°,350°,MVF,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,4.3,4,,,922,NA,923,NA,,,P,W,MVF_1
1994,Mishana,14/1/2016,200°,150°,MVB,1,Araliaceae,Dendropanax,umbellatus,Dendropanax umbellatus,(Ruiz & Pav.) J.F. Macbr.,5.8,4,,,924,NA,925,NA,465,,P,W,MVB_1
1995,Mishana,14/1/2016,200°,150°,MVB,1,Apocynaceae,Aspidosperma,cruentum,Aspidosperma cruentum,Woodson,24.7,8,,,924,NA,925,NA,465,,P,W,MVB_1
1996,Mishana,14/1/2016,200°,150°,MVB,1,Connaraceae,Rourea,comptoneura,Rourea comptoneura,Radlk.,9.7,8,,,924,NA,925,NA,465,,P,W,MVB_1
1997,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Macrolobium,limbatum,Macrolobium limbatum,Spruce ex Benth.,5.4,6,,,924,NA,925,NA,465,,P,W,MVB_1
1998,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Dicymbe,uaiparuensis,Dicymbe uaiparuensis,R.S. Cowan,4.4,6,,,924,NA,925,NA,465,,P,W,MVB_1
1999,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Macrolobium,microcalyx,Macrolobium microcalyx,Ducke,4.4,5,,,924,NA,925,NA,465,,P,W,MVB_1
2000,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Parkia,igneiflora,Parkia igneiflora,Ducke,5.6,8,,,924,NA,925,NA,465,,P,W,MVB_1
2001,Mishana,14/1/2016,200°,150°,MVB,1,Apocynaceae,Aspidosperma,cruentum,Aspidosperma cruentum,Woodson,30.5,12,,,924,NA,925,NA,465,,P,W,MVB_1
2002,Mishana,14/1/2016,200°,150°,MVB,1,Chrysobalanaceae,Licania,canescens,Licania canescens,Benoist,10.3,6,,,924,NA,925,NA,465,,P,W,MVB_1
2003,Mishana,14/1/2016,200°,150°,MVB,1,Ochnaceae,Ouratea,williamsii,Ouratea williamsii,J.F. Macbr.,24.5,13,,,924,NA,925,NA,465,,P,W,MVB_1
2004,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,3.5,3,,,924,NA,925,NA,465,,P,W,MVB_1
2005,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,6,4,,,924,NA,925,NA,465,,P,W,MVB_1
2006,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,12.3,6,,,924,NA,925,NA,465,,P,W,MVB_1
2007,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,14.1,8,,,924,NA,925,NA,465,,P,W,MVB_1
2008,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Macrolobium,limbatum,Macrolobium limbatum,Spruce ex Benth.,4.9,5,,,924,NA,925,NA,465,,P,W,MVB_1
2009,Mishana,14/1/2016,200°,150°,MVB,1,Calophyllaceae,Haploclathra,paniculata,Haploclathra paniculata,(Mart.) Benth.,3.5,2,,,924,NA,925,NA,465,,P,W,MVB_1
2010,Mishana,14/1/2016,200°,150°,MVB,1,Myrtaceae,Myrcia,sp. 1,Myrcia sp. 1,,4,6,,,924,NA,925,NA,465,,P,W,MVB_1
2011,Mishana,14/1/2016,200°,150°,MVB,1,Myrtaceae,Myrcia,sp. 1,Myrcia sp. 1,,3.9,4,,,924,NA,925,NA,465,,P,W,MVB_1
2012,Mishana,14/1/2016,200°,150°,MVB,1,Pentaphylacaceae,Ternstroemia,klugiana,Ternstroemia klugiana,Kobuski,18.7,8,,,924,NA,925,NA,465,,P,W,MVB_1
2013,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Macrolobium,microcalyx,Macrolobium microcalyx,Ducke,3.1,3,,,924,NA,925,NA,465,,P,W,MVB_1
2014,Mishana,14/1/2016,200°,150°,MVB,1,Apocynaceae,Aspidosperma,cruentum,Aspidosperma cruentum,Woodson,28.2,8,,,924,NA,925,NA,465,,P,W,MVB_1
2015,Mishana,14/1/2016,200°,150°,MVB,1,Apocynaceae,Aspidosperma,cruentum,Aspidosperma cruentum,Woodson,11.4,7,,,924,NA,925,NA,465,,P,W,MVB_1
2016,Mishana,14/1/2016,200°,150°,MVB,1,Nyctaginaceae,Neea,sp. 1,Neea sp. 1,,9.7,8,,,924,NA,925,NA,465,,P,W,MVB_1
2017,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Macrolobium,microcalyx,Macrolobium microcalyx,Ducke,4,3,,,924,NA,925,NA,465,,P,W,MVB_1
2018,Mishana,14/1/2016,200°,150°,MVB,1,Fabaceae,Parkia,igneiflora,Parkia igneiflora,Ducke,11,8,,,924,NA,925,NA,465,,P,W,MVB_1
2019,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,4.1,3,,,924,NA,925,NA,465,,P,W,MVB_1
2020,Mishana,14/1/2016,200°,150°,MVB,1,Elaeocarpaceae,Sloanea,spathulata,Sloanea spathulata,Earle Sm.,3.2,5,,,924,NA,925,NA,465,,P,W,MVB_1
2021,Mishana,14/1/2016,200°,150°,MVB,1,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,7.1,6,,,924,NA,925,NA,465,,P,W,MVB_1
2022,Mishana,14/1/2016,180°,120,MVB,2,Fabaceae,Parkia,igneiflora,Parkia igneiflora,Ducke,7.3,8,,,926,NA,927,NA,466,,P,W,MVB_2
